   1   11    0 0.2067909 -0.4194596 8.6095085 8.6222000 0.0000000 0.0000000 0.0000000
   1 2212    0 0.0203953 0.1842488 2.7113812 2.8751276 0.0000000 0.0000000 0.0000000
   1 -211    0 -0.2351595 0.1748668 -0.3016727 0.4431398 0.0000000 0.0000000 0.0000000
   2   11    0 0.0051448 0.3450170 8.8529119 8.8596344 0.0000000 0.0000000 0.0000000
   2 2112    0 0.3218041 0.3860372 0.9518482 1.4287916 0.0000000 0.0000000 0.0000000
   2 -211  223 -0.0672342 0.0580481 0.0772332 0.1826010 0.0000000 0.0000000 0.0000000
   2  211  223 0.0079061 -0.1894621 0.5031269 0.5555027 0.0000000 0.0000000 0.0000000
   2   22  223 -0.2217651 -0.4436074 0.5959420 0.7753155 0.0000000 0.0000000 0.0000000
   2   22  223 -0.0781737 -0.0949453 0.0674001 0.1402444 0.0000000 0.0000000 0.0000000
   3   11    0 -0.2375595 0.3410642 8.4841433 8.4943190 0.0000000 0.0000000 0.0000000
   3   22  111 0.5733386 -0.3878448 0.2558336 0.7379647 0.0000000 0.0000000 0.0000000
   3   22  111 0.0912958 -0.0368139 0.0913493 0.1342940 0.0000000 0.0000000 0.0000000
   3 2212 2114 -0.0756401 0.1155395 1.7439796 1.9851807 0.0000000 0.0000000 0.0000000
   3 -211 2114 -0.3457254 0.0368042 0.4552197 0.5895708 0.0000000 0.0000000 0.0000000
   4   11    0 0.6524406 0.7924509 5.5635133 5.6574144 0.0000000 0.0000000 0.0000000
   4   22  111 -0.3313722 -0.0728461 1.6547744 1.6891987 0.0000000 0.0000000 0.0000000
   4   22  111 -0.1671139 -0.0718095 0.5261653 0.5567169 0.0000000 0.0000000 0.0000000
   4 -211 3214 -0.0080573 0.0659461 0.1318132 0.2031667 0.0000000 0.0000000 0.0000000
   4  211  323 0.1193476 -0.0132315 0.2993773 0.3514738 0.0000000 0.0000000 0.0000000
   4 2112 3214 0.2839237 -0.4701427 1.6043323 1.9386535 0.0000000 0.0000000 0.0000000
   4  211 3214 -0.1230746 -0.0390550 0.5220569 0.5556116 0.0000000 0.0000000 0.0000000
   4 -211  311 -0.3067852 0.0322929 0.5518950 0.6474846 0.0000000 0.0000000 0.0000000
   4  211  311 -0.1045780 -0.2396637 0.1645212 0.3390143 0.0000000 0.0000000 0.0000000
   5   11    0 0.2112700 -0.3791912 9.2776175 9.2877665 0.0000000 0.0000000 0.0000000
   5 -211 -213 -0.1545547 -0.2578012 0.4210040 0.5357994 0.0000000 0.0000000 0.0000000
   5 2212 2224 -0.1488116 0.3064235 0.6537189 1.1932291 0.0000000 0.0000000 0.0000000
   5  211 2224 0.1477482 -0.0409358 0.4144534 0.4634276 0.0000000 0.0000000 0.0000000
   5   22 -213 0.0175936 0.2642237 0.2044608 0.3345563 0.0000000 0.0000000 0.0000000
   5   22 -213 0.0088516 0.1274809 -0.0009696 0.1277915 0.0000000 0.0000000 0.0000000
   6   11    0 0.6522968 -0.3056594 7.9777565 8.0102129 0.0000000 0.0000000 0.0000000
   6 -211 -213 -0.5880977 0.5413648 0.5471312 0.9786600 0.0000000 0.0000000 0.0000000
   6 2212 2214 0.0070289 0.0124503 2.0805945 2.2824297 0.0000000 0.0000000 0.0000000
   6   22 -213 -0.0264213 0.0310791 -0.0045841 0.0410488 0.0000000 0.0000000 0.0000000
   6   22 -213 -0.0222851 -0.1332500 -0.0334824 0.1391878 0.0000000 0.0000000 0.0000000
   6   22 2214 -0.0590505 -0.2280887 0.3637775 0.4334115 0.0000000 0.0000000 0.0000000
   6   22 2214 -0.0171328 0.0179108 0.0515851 0.0572307 0.0000000 0.0000000 0.0000000
   7   11    0 -0.2812437 0.4016522 2.4837563 2.5316927 0.0000000 0.0000000 0.0000000
   7  211   92 0.3750084 -0.1850527 1.4006501 1.4683954 0.0000000 0.0000000 0.0000000
   7 2112 1114 -0.3432486 -0.5850232 0.4911648 1.2586356 0.0000000 0.0000000 0.0000000
   7 -211 1114 0.0058559 0.0004847 0.3903224 0.4145772 0.0000000 0.0000000 0.0000000
   7 -211  223 0.1612943 0.2096374 1.3455893 1.3784275 0.0000000 0.0000000 0.0000000
   7  211  223 0.1092103 0.3136292 3.7343819 3.7517178 0.0000000 0.0000000 0.0000000
   7   22  223 0.0686209 -0.0167020 0.3109294 0.3188493 0.0000000 0.0000000 0.0000000
   7   22  223 -0.0189296 -0.1357593 0.8082369 0.8197779 0.0000000 0.0000000 0.0000000
   8   11    0 -0.5569401 -0.4652072 7.2702899 7.3064160 0.0000000 0.0000000 0.0000000
   8 2112 2214 0.3823461 0.7492393 3.0453882 3.2961774 0.0000000 0.0000000 0.0000000
   8  211 2214 -0.0241429 0.3062758 0.3901001 0.5158042 0.0000000 0.0000000 0.0000000
   8 -211 -213 0.1232263 -0.6282770 0.1820368 0.6801047 0.0000000 0.0000000 0.0000000
   8   22 -213 0.0434259 -0.0212149 0.0397978 0.0626078 0.0000000 0.0000000 0.0000000
   8   22 -213 -0.0213149 0.0752671 -0.0323931 0.0846687 0.0000000 0.0000000 0.0000000
   9   11    0 -0.9465492 0.3495791 2.7886498 2.9655907 0.0000000 0.0000000 0.0000000
   9  211   92 -0.1581740 -0.0313912 0.8747909 0.9004175 0.0000000 0.0000000 0.0000000
   9  211   92 0.2334981 -0.3983481 1.8316233 1.8940789 0.0000000 0.0000000 0.0000000
   9  211  113 0.2050696 0.2658859 0.2034464 0.4166862 0.0000000 0.0000000 0.0000000
   9 -211  113 -0.3282833 -0.3171162 0.4008877 0.6233231 0.0000000 0.0000000 0.0000000
   9 2112 1114 0.4652795 -0.0092010 2.6003001 2.8037436 0.0000000 0.0000000 0.0000000
   9 -211 1114 0.5219311 0.1259276 2.2682955 2.3351495 0.0000000 0.0000000 0.0000000
  10   11    0 -0.0922220 0.2665908 8.4795828 8.4842739 0.0000000 0.0000000 0.0000000
  10 2212    0 0.4720902 0.5160077 1.2880555 1.7402952 0.0000000 0.0000000 0.0000000
  10 -211 -213 -0.5837930 -0.3963862 0.7336145 1.0274311 0.0000000 0.0000000 0.0000000
  10   22 -213 0.0729039 -0.2166005 0.3162062 0.3901501 0.0000000 0.0000000 0.0000000
  10   22 -213 0.1612566 -0.1622629 0.1889225 0.2966895 0.0000000 0.0000000 0.0000000
  11   11    0 -0.3653560 -0.2512380 5.5297518 5.5475001 0.0000000 0.0000000 0.0000000
  11  211   92 -0.2181800 0.3064597 0.2006854 0.4486455 0.0000000 0.0000000 0.0000000
  11 2112   92 0.1074901 0.0342841 0.9332025 1.3290765 0.0000000 0.0000000 0.0000000
  11   22  111 0.0249440 0.0273431 0.4036539 0.4053472 0.0000000 0.0000000 0.0000000
  11   22  111 0.3804197 -0.1163074 3.1866794 3.2114129 0.0000000 0.0000000 0.0000000
  11 -211 -213 -0.2015356 -0.1925374 0.5932047 0.6701247 0.0000000 0.0000000 0.0000000
  11   22 -213 0.1095641 0.1584790 0.0086586 0.1928597 0.0000000 0.0000000 0.0000000
  11   22 -213 0.0573968 0.0678626 0.1088236 0.1405073 0.0000000 0.0000000 0.0000000
  12   11    0 -0.2478764 -0.2460587 6.1920285 6.2018714 0.0000000 0.0000000 0.0000000
  12 2212    0 0.0400037 0.2011217 0.8840587 1.3053800 0.0000000 0.0000000 0.0000000
  12 -211   92 -0.2374455 0.0277459 -0.1557186 0.3176266 0.0000000 0.0000000 0.0000000
  12   22  111 0.2392206 0.0769114 2.3360112 2.3494871 0.0000000 0.0000000 0.0000000
  12   22  111 0.1558225 -0.0555877 1.8084196 1.8159714 0.0000000 0.0000000 0.0000000
  13   11    0 -0.3594602 -0.0806724 9.1112747 9.1187191 0.0000000 0.0000000 0.0000000
  13 2212    0 0.2253496 0.2395775 1.9954472 2.2294385 0.0000000 0.0000000 0.0000000
  13   22  221 0.0146531 -0.0384007 -0.0176856 0.0447449 0.0000000 0.0000000 0.0000000
