   1   11    0 0.6581743 0.6969643 7.6853218 7.7448773 0.0000000 0.0000000 0.0000000
   1 2112    0 -0.3691427 -0.4893315 0.5325474 1.2418401 0.0000000 0.0000000 0.0000000
   1 -211  223 0.1501516 -0.0661090 0.8250232 0.8526824 0.0000000 0.0000000 0.0000000
   1  211  223 -0.3438220 -0.0950477 1.3334942 1.3874230 0.0000000 0.0000000 0.0000000
   1   22  223 -0.1160954 -0.0776603 0.0881540 0.1651678 0.0000000 0.0000000 0.0000000
   1   22  223 -0.0183696 -0.0031271 0.1466389 0.1478181 0.0000000 0.0000000 0.0000000
   2   11    0 0.5113826 -0.1428197 2.3115530 2.3717477 0.0000000 0.0000000 0.0000000
   2  211  213 -0.2530490 -0.1613879 1.0657319 1.1159536 0.0000000 0.0000000 0.0000000
   2 -211 -213 0.0484028 0.0821595 0.1932433 0.2567569 0.0000000 0.0000000 0.0000000
   2   22  111 0.2057075 0.4429997 1.3945279 1.4775901 0.0000000 0.0000000 0.0000000
   2   22  111 0.2218521 0.2350276 0.8180394 0.8795707 0.0000000 0.0000000 0.0000000
   2 2212 2214 -0.2482796 -0.3674081 1.1000822 1.5123556 0.0000000 0.0000000 0.0000000
   2   22  213 0.0794577 -0.2984304 0.3390243 0.4585975 0.0000000 0.0000000 0.0000000
   2   22  213 -0.0181905 -0.0242897 0.1088187 0.1129707 0.0000000 0.0000000 0.0000000
   2   22 -213 -0.1441408 0.1185299 1.1132854 1.1288180 0.0000000 0.0000000 0.0000000
   2   22 -213 -0.3700324 0.2567017 1.6877059 1.7467601 0.0000000 0.0000000 0.0000000
   2   22 2214 -0.1991594 -0.0581945 0.3150356 0.3772247 0.0000000 0.0000000 0.0000000
   2   22 2214 0.0117095 -0.0175359 0.1136769 0.1156160 0.0000000 0.0000000 0.0000000
   3   11    0 -0.6726431 0.4175253 8.1652479 8.2035398 0.0000000 0.0000000 0.0000000
   3  211    0 -0.0206646 0.4472333 1.0497347 1.1497287 0.0000000 0.0000000 0.0000000
   3 2112 2114 0.8086170 -0.7894012 1.1457807 1.8635122 0.0000000 0.0000000 0.0000000
   3   22 2114 -0.0012525 -0.0925158 0.0517468 0.1060116 0.0000000 0.0000000 0.0000000
   3   22 2114 -0.1020679 -0.0449800 0.1868865 0.2176410 0.0000000 0.0000000 0.0000000
   4   11    0 0.3624249 0.6640098 4.0189042 4.0894804 0.0000000 0.0000000 0.0000000
   4  321   92 -0.2768819 -0.8437137 3.3508699 3.5014977 0.0000000 0.0000000 0.0000000
   4 -321   92 0.2254767 0.7927627 1.8381485 2.0740645 0.0000000 0.0000000 0.0000000
   4 2212   92 -0.4157311 -0.4775274 1.5231897 1.8977298 0.0000000 0.0000000 0.0000000
   5   11    0 -0.8750214 -0.1137544 6.2261915 6.2884073 0.0000000 0.0000000 0.0000000
   5 2212   92 0.1930843 -0.2269480 2.0697112 2.2919204 0.0000000 0.0000000 0.0000000
   5  211  213 0.1617421 0.1113386 0.3250704 0.4046179 0.0000000 0.0000000 0.0000000
   5 -211 -213 0.2561537 0.6761678 0.7438246 1.0467000 0.0000000 0.0000000 0.0000000
   5   22  213 0.2026759 -0.4915850 0.8474590 1.0004599 0.0000000 0.0000000 0.0000000
   5   22  213 0.0114095 -0.0256913 0.1387891 0.1416073 0.0000000 0.0000000 0.0000000
   5   22 -213 0.0409916 0.0983174 0.3219110 0.3390772 0.0000000 0.0000000 0.0000000
   5   22 -213 0.0116062 0.0261273 -0.0068091 0.0293889 0.0000000 0.0000000 0.0000000
   6   11    0 0.4014798 0.5378762 4.3607006 4.4120526 0.0000000 0.0000000 0.0000000
   6 2112    0 -0.0155128 -0.0539315 0.8591416 1.2744104 0.0000000 0.0000000 0.0000000
